timestamp;activity;sala_acs712_salatv_current_last;sala_acs712_salatv_current_max;sala_c1001_sala_apnea_events_sum;sala_c1001_sala_apnea_events_max;sala_c1001_sala_heartbeat_bpm_mean;sala_c1001_sala_heartbeat_bpm_min;sala_c1001_sala_heartbeat_bpm_max;sala_c1001_sala_heartbeat_bpm_std;sala_c1001_sala_in_bed_last;sala_c1001_sala_large_body_move_sum;sala_c1001_sala_large_body_move_max;sala_c1001_sala_minor_body_move_sum;sala_c1001_sala_minor_body_move_max;sala_c1001_sala_presence_last;sala_c1001_sala_respiration_rpm_mean;sala_c1001_sala_respiration_rpm_min;sala_c1001_sala_respiration_rpm_max;sala_c1001_sala_respiration_rpm_std;sala_c1001_sala_sleep_quality_s_last;sala_c1001_sala_sleep_state_last;sala_c1001_sala_turnover_count_sum;sala_c1001_sala_turnover_count_max;sala_hc_sr04_sala_distance_last;sala_hc_sr04_sala_distance_min;sala_hc_sr04_sala_distance_max;sala_hc_sr04_salatv_distance_last;sala_hc_sr04_salatv_distance_min;sala_hc_sr04_salatv_distance_max;sala_pir_sala_1_movement_last;sala_pir_sala_1_movement_sum;sala_pir_sala_1_movement_max
2026-04-19 19:18:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1900.000000;100.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.800000;81.943000;114.836000;84.035000;2.881000;84.035000;1.000000;30.000000;1.000000
2026-04-19 19:18:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;3000.000000;100.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.852000;72.150000;92.541000;60.265000;56.869000;61.551000;1.000000;30.000000;1.000000
2026-04-19 19:19:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;3000.000000;100.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.371000;82.371000;93.382000;33.837000;33.837000;60.265000;1.000000;30.000000;1.000000
2026-04-19 19:19:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;3000.000000;100.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.490000;82.389000;93.759000;33.906000;24.164000;34.454000;0.000000;24.000000;1.000000
2026-04-19 19:20:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;3000.000000;100.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.473000;82.492000;92.490000;257.987000;257.696000;288.274000;1.000000;24.000000;1.000000
2026-04-19 19:20:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;3000.000000;100.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.221000;82.817000;93.227000;257.764000;257.130000;259.634000;1.000000;30.000000;1.000000
2026-04-19 19:21:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;500.000000;100.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.632000;91.221000;92.370000;257.679000;257.644000;259.016000;0.000000;0.000000;0.000000
2026-04-19 19:21:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.438000;82.834000;93.450000;259.891000;257.336000;260.371000;0.000000;0.000000;0.000000
2026-04-19 19:22:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.817000;82.389000;94.205000;261.194000;257.113000;261.194000;0.000000;0.000000;0.000000
2026-04-19 19:22:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.800000;82.389000;93.708000;259.188000;258.296000;261.383000;0.000000;0.000000;0.000000
2026-04-19 19:23:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.061000;82.389000;92.541000;260.251000;257.850000;280.505000;0.000000;0.000000;0.000000
2026-04-19 19:23:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;83.726000;69.097000;112.761000;66.593000;36.667000;260.766000;1.000000;30.000000;1.000000
2026-04-19 19:24:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.799000;81.908000;92.919000;60.968000;60.968000;73.162000;1.000000;30.000000;1.000000
2026-04-19 19:24:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.903000;82.440000;92.936000;63.935000;57.315000;67.314000;1.000000;30.000000;1.000000
2026-04-19 19:25:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.164000;82.903000;92.953000;60.968000;60.968000;71.636000;1.000000;30.000000;1.000000
2026-04-19 19:25:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.061000;74.585000;92.902000;63.249000;22.209000;86.590000;1.000000;30.000000;1.000000
2026-04-19 19:26:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.490000;91.632000;92.490000;65.753000;61.071000;69.475000;1.000000;29.000000;1.000000
2026-04-19 19:26:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;83.006000;83.006000;93.759000;61.328000;18.608000;81.891000;1.000000;30.000000;1.000000
2026-04-19 19:27:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.473000;82.543000;93.347000;61.894000;61.894000;61.894000;0.000000;26.000000;1.000000
2026-04-19 19:27:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.341000;82.903000;93.022000;61.140000;61.140000;67.485000;0.000000;0.000000;0.000000
2026-04-19 19:28:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.284000;91.684000;92.284000;61.123000;61.123000;66.902000;0.000000;0.000000;0.000000
2026-04-19 19:28:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.164000;82.560000;93.690000;60.848000;60.642000;79.096000;1.000000;8.000000;1.000000
2026-04-19 19:29:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.919000;70.023000;92.919000;78.633000;60.968000;78.633000;1.000000;30.000000;1.000000
2026-04-19 19:29:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.632000;90.826000;93.330000;67.331000;61.225000;78.633000;0.000000;2.000000;1.000000
2026-04-19 19:30:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.061000;82.800000;92.799000;259.925000;257.422000;261.658000;1.000000;23.000000;1.000000
2026-04-19 19:30:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.799000;81.891000;96.246000;258.399000;257.696000;263.956000;1.000000;30.000000;1.000000
2026-04-19 19:31:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.941000;67.022000;99.950000;259.531000;256.564000;260.131000;0.000000;22.000000;1.000000
2026-04-19 19:31:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.371000;82.371000;96.109000;259.411000;225.265000;261.966000;0.000000;0.000000;0.000000
2026-04-19 19:32:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;81.531000;81.531000;93.279000;259.805000;257.199000;261.452000;0.000000;0.000000;0.000000
2026-04-19 19:32:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;83.280000;81.531000;114.116000;260.749000;258.931000;260.749000;0.000000;0.000000;0.000000
2026-04-19 19:33:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.632000;54.537000;122.828000;259.119000;258.279000;261.606000;0.000000;0.000000;0.000000
2026-04-19 19:33:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.061000;83.349000;93.708000;258.159000;257.559000;260.714000;0.000000;0.000000;0.000000
2026-04-19 19:34:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.667000;82.646000;92.078000;259.308000;257.919000;259.651000;0.000000;0.000000;0.000000
2026-04-19 19:34:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.524000;83.366000;92.524000;258.416000;257.953000;260.869000;1.000000;12.000000;1.000000
2026-04-19 19:35:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.970000;92.113000;93.004000;258.673000;257.353000;261.812000;1.000000;30.000000;1.000000
2026-04-19 19:35:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;71.481000;71.481000;93.107000;260.286000;257.078000;261.812000;1.000000;29.000000;1.000000
2026-04-19 19:36:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;125.144000;49.924000;134.439000;224.631000;224.631000;260.286000;1.000000;30.000000;1.000000
2026-04-19 19:36:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;83.435000;74.328000;125.144000;257.919000;224.631000;261.846000;0.000000;7.000000;1.000000
2026-04-19 19:37:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.492000;82.492000;92.438000;258.348000;256.941000;282.255000;0.000000;0.000000;0.000000
2026-04-19 19:37:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.438000;82.492000;92.902000;259.685000;257.250000;261.675000;0.000000;0.000000;0.000000
2026-04-19 19:38:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.113000;65.907000;99.213000;259.239000;257.233000;260.508000;0.000000;0.000000;0.000000
2026-04-19 19:38:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.541000;82.474000;93.382000;259.720000;259.291000;259.720000;0.000000;0.000000;0.000000
2026-04-19 19:39:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.524000;82.097000;93.330000;259.908000;257.850000;261.709000;0.000000;0.000000;0.000000
2026-04-19 19:39:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.701000;82.955000;92.644000;273.560000;256.907000;273.560000;0.000000;0.000000;0.000000
2026-04-19 19:40:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;94.239000;82.886000;94.239000;258.639000;256.495000;261.538000;1.000000;19.000000;1.000000
2026-04-19 19:40:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;93.811000;82.903000;94.239000;258.931000;258.519000;261.623000;0.000000;15.000000;1.000000
2026-04-19 19:41:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;82.972000;82.972000;93.073000;259.205000;246.686000;260.869000;1.000000;18.000000;1.000000
2026-04-19 19:41:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;83.006000;82.594000;94.239000;260.200000;257.833000;280.488000;1.000000;30.000000;1.000000
2026-04-19 19:42:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.735000;82.492000;92.216000;258.691000;258.691000;262.018000;1.000000;20.000000;1.000000
2026-04-19 19:42:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.902000;83.280000;93.399000;259.565000;257.644000;261.246000;1.000000;30.000000;1.000000
2026-04-19 19:43:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.164000;92.010000;163.731000;259.034000;258.656000;260.371000;1.000000;30.000000;1.000000
2026-04-19 19:43:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.421000;68.823000;92.473000;260.543000;257.216000;260.714000;0.000000;4.000000;1.000000
2026-04-19 19:44:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;94.171000;83.315000;107.410000;259.325000;258.330000;260.886000;0.000000;0.000000;0.000000
2026-04-19 19:44:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.850000;91.307000;94.171000;258.742000;256.838000;262.035000;0.000000;0.000000;0.000000
2026-04-19 19:45:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.078000;82.371000;92.867000;258.948000;241.129000;261.435000;0.000000;0.000000;0.000000
2026-04-19 19:45:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.632000;91.564000;92.078000;258.022000;226.088000;261.126000;0.000000;0.000000;0.000000
2026-04-19 19:46:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.204000;91.204000;119.141000;260.251000;257.507000;260.251000;1.000000;6.000000;1.000000
2026-04-19 19:46:30+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;92.181000;82.526000;99.110000;258.914000;258.553000;261.589000;1.000000;30.000000;1.000000
2026-04-19 19:47:00+00:00;uso_sofa_sala;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;3.000000;0.000000;0.000000;91.701000;91.632000;92.181000;260.680000;183.728000;284.827000;1.000000;20.000000;1.000000
