timestamp;activity;uso_inodoro_completado;banio_dht11_ducha_humidity_mean;banio_dht11_ducha_humidity_min;banio_dht11_ducha_humidity_max;banio_dht11_ducha_humidity_std;banio_dht11_ducha_temperature_mean;banio_dht11_ducha_temperature_min;banio_dht11_ducha_temperature_max;banio_dht11_ducha_temperature_std;banio_hc_sr04_banio_distance_mean;banio_hc_sr04_banio_distance_min;banio_hc_sr04_banio_distance_max;banio_hc_sr04_banio_distance_std;banio_hc_sr04_ducha1_distance_mean;banio_hc_sr04_ducha1_distance_min;banio_hc_sr04_ducha1_distance_max;banio_hc_sr04_ducha1_distance_std;banio_hc_sr04_ducha_distance_mean;banio_hc_sr04_ducha_distance_min;banio_hc_sr04_ducha_distance_max;banio_hc_sr04_ducha_distance_std;banio_pir_banio_1_movement_mean;banio_pir_banio_1_movement_sum;banio_pir_banio_1_movement_max;banio_pir_ducha_movement_mean;banio_pir_ducha_movement_sum;banio_pir_ducha_movement_max;banio_yf_s201_a_banio_flow_state_mean;banio_yf_s201_a_banio_flow_state_sum;banio_yf_s201_a_banio_flow_state_max;banio_yf_s201_ducha_flow_state_mean;banio_yf_s201_ducha_flow_state_sum;banio_yf_s201_ducha_flow_state_max;banio_yf_s201_lavamanos_flow_state_mean;banio_yf_s201_lavamanos_flow_state_sum;banio_yf_s201_lavamanos_flow_state_max
2026-04-17 12:31:30+00:00;sin_act_banio;;63.000000;63.000000;63.000000;0.000000;24.000000;24.000000;24.000000;0.000000;101.571867;101.219000;101.700000;0.187115;192.137233;88.534000;215.224000;48.305768;200.552167;199.146000;201.169000;0.658649;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:32:00+00:00;sin_act_banio;;63.000000;63.000000;63.000000;0.000000;24.000000;24.000000;24.000000;0.000000;101.433667;101.288000;101.700000;0.185417;197.228767;154.052000;215.603000;27.934415;208.486733;200.261000;224.356000;11.279849;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:32:30+00:00;sin_act_banio;;63.000000;63.000000;63.000000;0.000000;24.000000;24.000000;24.000000;0.000000;101.350867;101.271000;101.700000;0.140368;215.265900;215.155000;215.603000;0.155346;200.832667;200.329000;201.169000;0.291124;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:33:00+00:00;sin_act_banio;;63.000000;63.000000;63.000000;0.000000;24.000000;24.000000;24.000000;0.000000;101.448000;101.305000;101.734000;0.194106;192.562033;101.069000;215.621000;46.422681;200.804800;200.363000;201.341000;0.292915;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:33:30+00:00;sin_act_banio;;63.000000;63.000000;63.000000;0.000000;24.000000;24.000000;24.000000;0.000000;101.310667;101.288000;101.339000;0.016302;150.369467;60.603000;215.241000;71.804132;200.544100;199.969000;200.947000;0.344678;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:34:00+00:00;sin_act_banio;;63.000000;63.000000;63.000000;0.000000;24.000000;24.000000;24.000000;0.000000;101.368000;101.288000;101.700000;0.151803;162.023000;53.741000;215.638000;76.679451;200.784267;200.741000;200.947000;0.062835;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:34:30+00:00;sin_act_banio;;63.000000;63.000000;63.000000;0.000000;24.000000;24.000000;24.000000;0.000000;101.462167;101.305000;101.734000;0.189848;175.422333;49.569000;215.276000;63.376013;199.368833;182.510000;200.826000;4.590732;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:35:00+00:00;sin_act_banio;;63.000000;63.000000;63.000000;0.000000;24.000000;24.000000;24.000000;0.000000;101.390233;101.288000;101.734000;0.175077;212.767167;200.483000;215.241000;5.587571;198.519233;182.510000;201.324000;6.394746;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:35:30+00:00;sin_act_banio;;62.633333;62.000000;63.000000;0.490133;24.000000;24.000000;24.000000;0.000000;101.385000;101.288000;101.734000;0.158997;165.704000;64.483000;215.655000;71.534565;200.687400;199.935000;201.272000;0.491892;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2026-04-17 12:36:00+00:00;sin_act_banio;;62.700000;62.000000;63.000000;0.466092;24.000000;24.000000;24.000000;0.000000;101.384433;101.305000;101.734000;0.159447;201.408000;185.121000;215.655000;14.393636;200.993500;200.741000;201.272000;0.221865;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
